qtl_accession_id,qtl_name,published_symbol,to_accession,trait_category,trait_name,trait_symbol,chromosome,start,end
CQH36,BNL6.32,rpf11.1,TO:0000093,Abiotic stress,root pulling force,RTPF,Chr. 11,17353847,19565672
AQR050,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 11,19565059,22014851
AQR005,BNL6.32,,TO:0000327,Yield,biomass yield,BIOMYLD,Chr. 11,17353847,17354093
AQR006,BNL6.32,,TO:0000327,Yield,biomass yield,BIOMYLD,Chr. 11,17353847,17354093
AQR007,BNL6.32,,TO:0000327,Yield,biomass yield,BIOMYLD,Chr. 11,26040019,27533537
AQR015,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 11,17353847,17354093
AQR016,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 11,19565059,22014851
AQR030,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 11,5460751,5461121
AQR031,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 11,19565059,22014851
AQR023,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 11,17353847,17354093
AQR024,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 11,19565059,22014851
AQR041,BNL6.32,,TO:0000519,Abiotic stress,rooting depth,RTDP,Chr. 11,22014679,23155291
DQA8,BNL6.32,QCMS11.1,TO:0000467,Abiotic stress,cell membrane stability,CELMBSTB,Chr. 11,19565059,19565672
CQA35,BNL6.32,QTL11a,TO:0000366,Development,reproductive growth time,RGTM,Chr. 11,24199089,24200737
CQA34,BNL6.32,QTL11a,TO:0000369,Development,vegetative growth time,VGTM,Chr. 11,24199089,24200737
CQAN4,BNL6.32,qSB-11,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 11,4413928,9951939
CQAN8,BNL6.32,qSB-11,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 11,4413928,9951939
CQAN19,BNL6.32,qPH-11,TO:0000207,Vigor,plant height,PTHT,Chr. 11,1366614,2520262
CQAR41,BNL6.32,,TO:0000445,Yield,seed number,SDNB,Chr. 11,20336572,20337612
CQAR39,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,20336572,20337612
CQAR42,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,18318826,20337612
CQAU3,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,20336572,20337612
CQAR40,BNL6.32,,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 11,20336572,20337612
CQAR43,BNL6.32,,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 11,18318826,20337612
AQS004,BNL6.32,qSBR-11,TO:0000255,Biotic stress,sheath blight disease resistance,SHBTRS,Chr. 11,17808335,22014851
AQAR001,BNL6.32,,TO:0000078,Vigor,root dry weight,RTDWT,Chr. 11,24199089,28237452
AQAR002,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 11,24199089,28237452
AQDJ008,BNL6.32,Mn11a,TO:0000145,Anatomy,internode length,INLG,Chr. 11,6686166,9001898
AQBK033,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,261799,5711771
AQEA294,BNL6.32,QHd11,TO:0000137,Development,days to heading,DTHD,Chr. 11,10128842,10134471
AQEA295,BNL6.32,QHd11,TO:0000137,Development,days to heading,DTHD,Chr. 11,10128842,10134471
AQEA579,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA581,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA583,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA585,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA587,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA589,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA591,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA593,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA595,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA597,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,2519595,2520262
AQEA599,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,2519595,2520262
AQEA601,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,2519595,2520262
AQEA603,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,2519595,2520262
AQEA605,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,2519595,2520262
AQEA607,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA609,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA611,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA613,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,28409788,28412347
AQEA631,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA633,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA635,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA637,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA639,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA641,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,4413928,4415836
AQEA123,BNL6.32,QPh11,TO:0000207,Vigor,plant height,PTHT,Chr. 11,10128842,10134471
AQEA124,BNL6.32,QPh11,TO:0000207,Vigor,plant height,PTHT,Chr. 11,10128842,10134471
AQEA125,BNL6.32,QPh11,TO:0000207,Vigor,plant height,PTHT,Chr. 11,10128842,10134471
AQEA373,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA375,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA377,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA379,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA381,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA383,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,20336572,20337612
AQEA417,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA419,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA421,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA423,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA425,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA427,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA429,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA431,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,28409788,28412347
AQEA433,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA435,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA437,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA439,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA441,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA443,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA445,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA447,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQEA449,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQBE069,BNL6.32,tn11-1,TO:0000346,Vigor,tiller number,TINB,Chr. 11,10128842,10134471
AQBE070,BNL6.32,tn11-2,TO:0000346,Vigor,tiller number,TINB,Chr. 11,20336572,23155291
DQE10,BNL6.32,,TO:0000446,Abiotic stress,leaf drying,LFDRY,Chr. 11,10128842,10134471
AQDH009,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 11,28409788,28412347
AQW012,BNL6.32,qBPH11,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,23154725,23155291
AQBC112,BNL6.32,fla11-1,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 11,2235151,2520262
AQBC113,BNL6.32,fla11-1,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 11,2235151,2520262
AQBC114,BNL6.32,fal11-2,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 11,28409788,28412347
AQBC115,BNL6.32,fal11-2,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 11,28409788,28412347
AQHH024,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,4413928,4415836
AQCU010,BNL6.32,QHd11,TO:0000137,Development,days to heading,DTHD,Chr. 11,23154725,23155291
AQCU055,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,5706417,5706935
AQCU056,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,13671613,28412347
AQFW041,BNL6.32,QHd11,TO:0000137,Development,days to heading,DTHD,Chr. 11,5706417,5706935
AQFW135,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 11,23154725,23155291
AQCU061,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,23154725,23155291
AQCU193,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,13671613,23155291
AQCU195,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,9951284,23155291
AQCU205,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,4073024,4073313
AQFW142,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,4073024,4073313
AQCE013,BNL6.32,QSnp11,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,13671613,13671809
AQCU042,BNL6.32,QSn11,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,9951939
AQCU043,BNL6.32,QSn11,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,9951939
AQCU091,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,23155291
AQCU099,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,23155291
AQCU163,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,23154725,23155291
AQCU165,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,9951939
AQCU247,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,23155291
AQCU251,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,9951284,23155291
AQFW172,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,5706417,5706935
AQFW250,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,4073024,4073313
AQFW254,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 11,23154725,23155291
AQCE021,BNL6.32,QPl11,TO:0000040,Anatomy,panicle length,PNLG,Chr. 11,13671613,13671809
AQFW232,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 11,23154725,23155291
AQCU077,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 11,13671613,23155291
AQCU081,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 11,9951284,23155291
AQCU229,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 11,4073024,4073313
AQFW162,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 11,4073024,4073313
AQCE041,BNL6.32,QPbn11,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 11,13671613,13671809
AQBT023,BNL6.32,Xa4,TO:0000175,Biotic stress,bacterial blight disease resistance,BBRS,Chr. 11,28409788,28412347
AQBT024,BNL6.32,Xa4,TO:0000175,Biotic stress,bacterial blight disease resistance,BBRS,Chr. 11,28409788,28412347
AQBT025,BNL6.32,,TO:0000175,Biotic stress,bacterial blight disease resistance,BBRS,Chr. 11,28409788,28412347
AQAP011,BNL6.32,QBphr11a,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,5706417,5706935
AQAP012,BNL6.32,QBphr11a,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,5706417,5706935
AQAP013,BNL6.32,QBphr11a,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,5706417,5706935
AQAP030,BNL6.32,,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,13671613,28412347
AQAP034,BNL6.32,,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,5706417,5706935
AQAP050,BNL6.32,,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 11,13671613,23155291
AQCE050,BNL6.32,QSbn11,TO:0000557,Anatomy,secondary branch,SBRNB,Chr. 11,13671613,13671809
AQAQ017,BNL6.32,Pi-lm2,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,13671613,28412347
AQCU050,BNL6.32,QSf11,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,9951284,23155291
AQCU051,BNL6.32,QSf11,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,9951284,23155291
AQCU177,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,9951284,9951939
AQCU178,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,9951284,9951939
AQCU179,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,5706417,5706935
AQCU261,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 11,9951284,23155291
AQCE031,BNL6.32,QPbl11,TO:0000641,Anatomy,primary branch length,PBRLG,Chr. 11,13671613,13671809
AQFR033,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 11,18407879,18408009
AQFR041,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 11,13671613,13671809
AQAW019,BNL6.32,,TO:0000448,Yield,filled grain percentage,FGRPCENT,Chr. 11,2026036,2026324
CQAX10,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 11,18178768,23155291
CQAW31,BNL6.32,,TO:0000471,Abiotic stress,root penetration index,RTPNID,Chr. 11,18178768,19565672
CQAW33,BNL6.32,,TO:0000471,Abiotic stress,root penetration index,RTPNID,Chr. 11,4413928,4415836
CQAW30,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 11,18178768,19565672
CQAW35,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 11,4413928,4415836
CQAW29,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 11,20336572,24333402
CQAW32,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 11,19565059,19565672
CQAW34,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 11,4413928,4415836
AQEN009,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,20337612
AQEN016,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,20337612
AQEN019,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,20337612
AQEN023,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,18179510
AQEN028,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,18179510
AQEN030,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,20336572,20337612
AQEN049,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,20337612
AQEN057,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,20337612
AQEN066,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,20336572,20337612
AQEN067,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,20336572,20337612
AQEN080,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,18179510
AQEN081,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,18178768,18179510
AQHP017,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 11,19565059,19565672
AQHP033,BNL6.32,,TO:0000278,Vigor,root to shoot ratio,RTSHRO,Chr. 11,19565059,19565672
AQHP064,BNL6.32,,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 11,19565059,19565672
AQHP077,BNL6.32,,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 11,19565059,19565672
AQHP078,BNL6.32,,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 11,4413928,4415836
AQHP087,BNL6.32,,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 11,19565059,19565672
AQHP088,BNL6.32,,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 11,4413928,4415836
AQHQ012,BNL6.32,Dtf11,TO:0000344,Development,days to flower,DTFL,Chr. 11,18178768,20337612
AQHQ021,BNL6.32,Dtf11,TO:0000344,Development,days to flower,DTFL,Chr. 11,18178768,20337612
AQT006,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 11,22014679,22014851
AQT012,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 11,2840211,2840381
AQT016,BNL6.32,,TO:0000146,Quality,seed length,SDLG,Chr. 11,2840211,18408009
AQT030,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 11,18407879,18408009
AQT035,BNL6.32,,TO:0000138,Quality,brown rice protein,BRWRPROT,Chr. 11,22014679,22014851
AQT040,BNL6.32,,TO:0000414,Quality,white rice protein content,WHTRPROTCN,Chr. 11,22014679,22014851
AQBJ005,BNL6.32,qNVB-11-1,TO:0000539,Anatomy,large vascular bundle number,LVBNB,Chr. 11,3033385,3812645
AQEK003,BNL6.32,,TO:0000224,Abiotic stress,iron sensitivity,FESN,Chr. 11,24199089,26041524
AQEK005,BNL6.32,,TO:0000224,Abiotic stress,iron sensitivity,FESN,Chr. 11,24199089,26041524
AQEK014,BNL6.32,,TO:0000224,Abiotic stress,iron sensitivity,FESN,Chr. 11,24199089,26041524
AQAO001,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 11,17808335,22816523
CQP8,BNL6.32,qCT-11,TO:0000303,Abiotic stress,cold tolerance,COLDTL,Chr. 11,1491600,2523808
AQX007,BNL6.32,qNPB11,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 11,21454403,26968065
AQX008,BNL6.32,qNPB11,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 11,21454403,26968065
AQF083,BNL6.32,,TO:0000096,Vigor,ratooning ability,RAAB,Chr. 11,4078099,4079226
AQF017,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
AQF018,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,28412347
AQF023,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
AQF024,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,19565672
AQF034,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
AQF035,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,28412347
AQF041,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
AQF042,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,19565672
CQAH42,BNL6.32,qDOR-11-2,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
CQAH43,BNL6.32,qDOR-11-2,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
CQAH44,BNL6.32,qDOR-11-1,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,261799,4079226
CQAH45,BNL6.32,qDOR-11-2,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,4078099,4079226
CQAH46,BNL6.32,qDOR-11-3,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,19565672
CQAH47,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,19565672
CQAH48,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,17353847,19565672
CQAH49,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,19565059,19565672
CQAH50,BNL6.32,qDOR-11-4,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,19565059,23155291
CQAH51,BNL6.32,qDOR-11-5,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,23154725,23155291
CQAH52,BNL6.32,qDOR-11-6,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,23154725,28412347
CQAH53,BNL6.32,qDOR-11-6,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,23154725,28412347
AQF144,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 11,25838223,25838840
AQF005,BNL6.32,,TO:0000473,Anatomy,grain shattering,GRSH,Chr. 11,4078099,4079226
CQAH41,BNL6.32,qSHT-11,TO:0000473,Anatomy,grain shattering,GRSH,Chr. 11,261799,4079226
AQF053,BNL6.32,,TO:0000072,Anatomy,awn length,AWNLG,Chr. 11,17353847,28412347
AQF073,BNL6.32,,TO:0000531,Anatomy,anther length,ANTLG,Chr. 11,4078099,4079226
AQF074,BNL6.32,,TO:0000531,Anatomy,anther length,ANTLG,Chr. 11,17353847,28412347
AQF085,BNL6.32,,TO:0000453,Yield,panicle tiller ratio,PNTIRO,Chr. 11,23154725,23155291
AQF104,BNL6.32,,TO:0000502,Abiotic stress,KClO3 resistance,KClO3RS,Chr. 11,261799,4079226
AQF105,BNL6.32,,TO:0000502,Abiotic stress,KClO3 resistance,KClO3RS,Chr. 11,23154725,28412347
AQF116,BNL6.32,,TO:0000532,Anatomy,apiculus hair length,APIHLG,Chr. 11,23154725,28412347
AQF143,BNL6.32,,TO:0000544,Anatomy,mesocotyl length,MESLG,Chr. 11,23154725,28412347
AQF152,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 11,17353847,17354093
AQF153,BNL6.32,,TO:0000542,Anatomy,leaf length to width ratio,LFLGWDRO,Chr. 11,4078099,4079226
CQE79,BNL6.32,,TO:0000466,Biochemical,carbon content,CBCN,Chr. 11,17353847,20012442
AQN005,BNL6.32,qSD-11,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 11,21342178,21455327
CQE78,BNL6.32,,TO:0000562,Anatomy,specific leaf area,SLFAR,Chr. 11,3033385,8298357
CQE80,BNL6.32,,TO:0000559,Anatomy,space,SP,Chr. 11,17353847,20012442
CQE81,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 11,21342178,25839624
CQY5,BNL6.32,qLTG-11,TO:0000430,Vigor,germination speed,GERMSP,Chr. 11,22600606,27533537
AQEB009,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 11,8859470,20012442
AQEB014,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 11,8859470,20012442
CQN40,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 11,26039459,27533537
CQN42,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 11,4361,16572526
CQN41,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 11,15941074,16572526
CQN23,BNL6.32,,TO:0000305,Biochemical,glutamine synthetase content,GS1CN,Chr. 11,26039459,26041524
CQN25,BNL6.32,,TO:0000305,Biochemical,glutamine synthetase content,GS1CN,Chr. 11,16570770,16572526
CQN24,BNL6.32,,TO:0000305,Biochemical,glutamine synthetase content,GS1CN,Chr. 11,17353847,26041524
CQN48,BNL6.32,,TO:0000014,Yield,panicle weight,PNWT,Chr. 11,18811473,27533537
CQN60,BNL6.32,,TO:0000501,Yield,spikelet weight,SPKWT,Chr. 11,26039459,27533537
CQN61,BNL6.32,,TO:0000501,Yield,spikelet weight,SPKWT,Chr. 11,4361,26041524
AQBU002,BNL6.32,,TO:0000212,Biotic stress,green leafhopper resistance,GLFHRS,Chr. 11,21342178,24200737
AQCW016,BNL6.32,,TO:0000605,Biochemical,H2O2 content,H2O2CN,Chr. 11,19563844,20012442
AQCW017,BNL6.32,,TO:0000605,Biochemical,H2O2 content,H2O2CN,Chr. 11,3782877,5461121
AQDZ004,BNL6.32,,TO:0000068,Abiotic stress,lodging incidence,LOI,Chr. 11,24199089,27533537
AQFQ005,BNL6.32,,TO:0000670,Yield,flower number,FLNB,Chr. 11,383711,2840381
AQFQ008,BNL6.32,,TO:0000671,Sterility or fertility,pre-flowering floret abortion,PREFLFLRABR,Chr. 11,6081100,6081358
AQHJ004,BNL6.32,RDW,TO:0000078,Vigor,root dry weight,RTDWT,Chr. 11,17808335,17808461
AQHJ009,BNL6.32,BI,TO:0000257,Anatomy,root branching,RTBR,Chr. 11,17808335,17808461
AQFD003,BNL6.32,,TO:0000659,Development,phyllochron,PHYLLOCHRON,Chr. 11,3812236,3812645
AQFU041,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 11,4073024,4073313
AQFU043,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 11,17808335,17808461
AQFU048,BNL6.32,,TO:0000144,Quality,milled rice ratio,MR,Chr. 11,28281693,28281937
AQFU049,BNL6.32,,TO:0000144,Quality,milled rice ratio,MR,Chr. 11,28281693,28281937
AQFU008,BNL6.32,hr11,TO:0000222,Quality,head rice,HEADR,Chr. 11,17808335,18408009
AQFU023,BNL6.32,pro11,TO:0000598,Biochemical,protein content,PROTCN,Chr. 11,17808335,18408009
AQFU046,BNL6.32,,TO:0000672,Quality,rice bran percentage,BRAPCENT,Chr. 11,28281693,28281937
AQFU047,BNL6.32,,TO:0000672,Quality,rice bran percentage,BRAPCENT,Chr. 11,28281693,28281937
CQAA13,BNL6.32,qCTS11-2,TO:0002663,Abiotic stress,leaf necrosis tolerance,LFNECTL,Chr. 11,25153466,25153681
AQDU004,BNL6.32,qCTS11-1,TO:0000303,Abiotic stress,cold tolerance,COLDTL,Chr. 11,932068,932221
AQDU013,BNL6.32,qCTS11-2,TO:0000303,Abiotic stress,cold tolerance,COLDTL,Chr. 11,25153466,25153681
CQAA4,BNL6.32,qCTS11-1,TO:0002662,Abiotic stress,leaf rolloing tolerance,LFRLTL,Chr. 11,932068,932221
