"Subject","Predicate","Object","Provenance","Score"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","hmt1 (saccharomyces cerevisiae s288c)","S000179607|YPL101W|lead(2+) (6 mM)","9.4728"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","rtg3 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL266W","9.7002"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","arp9 (saccharomyces cerevisiae s288c)","NA","9.3316"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","inp54 (saccharomyces cerevisiae s288c)","20960220","9.1405"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","abf2 (saccharomyces cerevisiae s288c)","10407277","9.2229"
"rtg1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YOR035C","9.667"
"rtg1 (saccharomyces cerevisiae s288c)","gene product variant increases","rtg1 (saccharomyces cerevisiae s288c)","S000081913|YHL027W|N(6)-hydroxyadenine (25 ug/ml)","9.6441"
"rtg1 (saccharomyces cerevisiae s288c)","gene product variant increases","ascomycin","STRING-db4932.YOR035C","9.8494"
"rtg1 (saccharomyces cerevisiae s288c)","gene product variant decreases","nuf2 (saccharomyces cerevisiae s288c)","15334557","9.279"
"rtg1 (saccharomyces cerevisiae s288c)","gene product variant decreases","hst1 (saccharomyces cerevisiae s288c)","26267134","9.4051"
"ald6 (saccharomyces cerevisiae s288c)","is adjacent to","bdp1 (saccharomyces cerevisiae s288c)","S000132750|YKR046C|trichothecene (4 uM)","9.6798"
"ald6 (saccharomyces cerevisiae s288c)","is adjacent to","chloro(methyl)mercury","S000151347|YGL020C|hygromycin B (40 ug/ml)","9.8633"
"ald6 (saccharomyces cerevisiae s288c)","is functionally related to","gal10 (saccharomyces cerevisiae s288c)","S000081669|YKR046C|wortmannin","9.7764"
"ald6 (saccharomyces cerevisiae s288c)","is functionally related to","pomecin a","NA","9.6926"
"ald6 (saccharomyces cerevisiae s288c)","binds with","esl2 (saccharomyces cerevisiae s288c)","7590309","9.722"
"ald6 (saccharomyces cerevisiae s288c)","binds with","2,5-cyclohexadien-1-one, 4-[6-(4-methyl-1-piperazinyl)[2,5'-bi-1h-benzimidazol]-2'(3'h)-ylidene]-","S000126482|YPL091W|selenite(2-)","9.3253"
"ald6 (saccharomyces cerevisiae s288c)","binds with","elisidepsin","S000151997|YGL018C|benomyl (10 mg/ml)","9.4468"
"ald6 (saccharomyces cerevisiae s288c)","gene product variant decreases","mfm1 (saccharomyces cerevisiae s288c)","S000155894|YDL040C|pomecin A (0.5 - 2 ug/ml)","9.6305"
"ald6 (saccharomyces cerevisiae s288c)","gene product variant decreases","env7 (saccharomyces cerevisiae s288c)","STRING-db4932.YKR046C","9.5316"
"ald6 (saccharomyces cerevisiae s288c)","gene product variant decreases","elisidepsin","NA","9.7781"
"snn1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YDR184C","9.5037"
"snn1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000126829|YPL094C|paromomycin (1 mg/ml)","10.0429"
"snn1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","17141224","9.5037"
"tah18 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YDL125C","10.0491"
"ynl122c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YEL035C|trapoxin A","9.2747"
"hot1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000153037|YKL214C|edelfosine (60 uM)","9.838"
"inp54 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000081913|YOR035C|N(6)-hydroxyadenine (25 ug/ml)","9.2004"
"ynl144c (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","15715908","8.9405"
"thi20 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YBL007C","8.9405"
"pdr10 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000148149|YHL025W|neothyonidioside (10 uM)","9.5411"
"pdr10 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YCR020W-B","9.5411"
"hal1 (saccharomyces cerevisiae s288c)","is adjacent to","sko1 (saccharomyces cerevisiae s288c)","12149442","8.505"
"hal1 (saccharomyces cerevisiae s288c)","is adjacent to","ypr003c (saccharomyces cerevisiae s288c)","STRING-db4932.YNL144C","9.4677"
"hal1 (saccharomyces cerevisiae s288c)","is functionally related to","isobutyl alcohol","15715908","10.2128"
"hal1 (saccharomyces cerevisiae s288c)","is functionally related to","fenpropimorph","23403841","9.8142"
"hal1 (saccharomyces cerevisiae s288c)","is functionally related to","hek2 (saccharomyces cerevisiae s288c)","STRING-db4932.YGR268C","11.0895"
"hal1 (saccharomyces cerevisiae s288c)","is functionally related to","ppz1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR284W","9.7702"
"hal1 (saccharomyces cerevisiae s288c)","binds with","rec8 (saccharomyces cerevisiae s288c)","23403841","9.7176"
"hal1 (saccharomyces cerevisiae s288c)","gene product variant increases","ppz2 (saccharomyces cerevisiae s288c)","STRING-db4932.YDL206W","9.3058"
"hal1 (saccharomyces cerevisiae s288c)","gene product variant increases","aim45 (saccharomyces cerevisiae s288c)","16061773","9.6806"
"hal1 (saccharomyces cerevisiae s288c)","gene product variant increases","icl2 (saccharomyces cerevisiae s288c)","26357016","9.3654"
"hub1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YCR069W","9.3864"
"ykr075c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000075297|YHR060W|cyclosporin A (100 ug/ml)","9.5126"
"ssk2 (saccharomyces cerevisiae s288c)","is adjacent to","ypd1 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR183W","9.1811"
"ssk2 (saccharomyces cerevisiae s288c)","binds with","spp382 (saccharomyces cerevisiae s288c)","24260565","9.5461"
"ssk2 (saccharomyces cerevisiae s288c)","binds with","ssk22 (saccharomyces cerevisiae s288c)","24034557","9.6477"
"ssk2 (saccharomyces cerevisiae s288c)","binds with","shs1 (saccharomyces cerevisiae s288c)","21880895","9.2919"
"ssk2 (saccharomyces cerevisiae s288c)","binds with","ynr029c (saccharomyces cerevisiae s288c)","STRING-db4932.YHR183W","9.4734"
"ssk2 (saccharomyces cerevisiae s288c)","gene product variant increases","soraphen a","15060153","9.5268"
"ssk2 (saccharomyces cerevisiae s288c)","gene product variant increases","hub1 (saccharomyces cerevisiae s288c)","22384333","9.3864"
"ssk2 (saccharomyces cerevisiae s288c)","gene product variant decreases","far1 (saccharomyces cerevisiae s288c)","20691087","9.7426"
"ssk2 (saccharomyces cerevisiae s288c)","gene product variant decreases","alg12 (saccharomyces cerevisiae s288c)","STRING-db4932.YNR028W","8.7239"
"ssk2 (saccharomyces cerevisiae s288c)","gene product variant decreases","gpp1 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR183W","9.4357"
"lyp1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000156575|YDR495C|21-deoxyconcanamycin A","10.2706"
"zeo1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000113932|YOL031C|mercaptoethanol (30 mM)","9.5046"
"zeo1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000123910|YLR021W|4-nitroquinoline N-oxide (0.4 ug/ml)","9.5046"
"msa1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23547030","10.03"
"msa1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","NA","10.03"
"dim1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPL175W","10.3425"
"caf40 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23403841","9.9581"
"ark1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.3077"
"tom70 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YER001W","9.6032"
"ret3 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","23390603","11.5946"
"rcl1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000156575|YDR495C|cladoniamide derivative","9.4282"
"rcl1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000151997|YPR082C|benomyl (10 mg/ml)","9.4282"
"ogg1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","19324962","9.7669"
"dib1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YGL020C","9.6133"
"cyc2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","23416056","9.8562"
"spt14 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YDR306C","9.3224"
"spt14 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23335509","9.3224"
"spt14 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YER151C","9.5881"
"spt14 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23403841","9.5881"
"bro1 (saccharomyces cerevisiae s288c)","is adjacent to","alg2 (saccharomyces cerevisiae s288c)","STRING-db4932.YKR096W","9.1094"
"bro1 (saccharomyces cerevisiae s288c)","is adjacent to","cladoniamide derivative","NA","9.5581"
"bro1 (saccharomyces cerevisiae s288c)","is functionally related to","21-deoxyconcanamycin a","S000155894|YDL040C|pomecin A (0.5 - 2 ug/ml)","9.5428"
"bro1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","S000128505|YAL012W|elisidepsin (250 ug/ml; synthetic cyclic depsipeptide related to natural kahalalides)","9.9008"
"bro1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","STRING-db4932.YER151C","9.9008"
"bro1 (saccharomyces cerevisiae s288c)","affects","alg1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOL109W","9.3252"
"bro1 (saccharomyces cerevisiae s288c)","affects","alg2 (saccharomyces cerevisiae s288c)","14605211","9.1094"
"bro1 (saccharomyces cerevisiae s288c)","affects","alg11 (saccharomyces cerevisiae s288c)","STRING-db4932.YJL048C","9.6312"
"bro1 (saccharomyces cerevisiae s288c)","binds with","gsy1 (saccharomyces cerevisiae s288c)","24968945","9.5121"
"bro1 (saccharomyces cerevisiae s288c)","binds with","gsy1 (saccharomyces cerevisiae s288c)","S000081669|YKR096W|sirolimus","9.5121"
"bro1 (saccharomyces cerevisiae s288c)","binds with","rfu1 (saccharomyces cerevisiae s288c)","S000125500|YAL066W|phleomycin (1 ug/ml)","9.5428"
"bro1 (saccharomyces cerevisiae s288c)","binds with","rfu1 (saccharomyces cerevisiae s288c)","S000061823|YJL049W|ethylenediaminetetraacetic acid","9.5428"
"bro1 (saccharomyces cerevisiae s288c)","binds with","spt14 (saccharomyces cerevisiae s288c)","S000152473|YPL060W|benzo[a]pyrene","9.5581"
"bro1 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","S000156575|YDR495C|cladoniamide derivative","9.5581"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant increases","gsy2 (saccharomyces cerevisiae s288c)","S000081669|YKR096W|wortmannin","9.6889"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant increases","alg1 (saccharomyces cerevisiae s288c)","S000152473|YKR096W|benzo[a]pyrene","9.3252"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant increases","spt14 (saccharomyces cerevisiae s288c)","S000156575|YEL009C|tavaborole","9.5581"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant increases","21-deoxyconcanamycin a","S000156575|YPL061W|pibenzimol","9.5428"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant decreases","gsy2 (saccharomyces cerevisiae s288c)","20691087","9.6889"
"bro1 (saccharomyces cerevisiae s288c)","gene product variant decreases","alg11 (saccharomyces cerevisiae s288c)","S000155894|YPL061W|pomecin A (0.5 - 2 ug/ml)","9.6312"
"mfm1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","NA","9.6775"
"rec8 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YBL007C","9.7355"
"cog4 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000075297|YDL093W|caffeine (0.15%)","9.5346"
"cog4 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000126482|YLR182W|selenite(2-)","9.7971"
"ymr147w (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YHR034C","9.7143"
"ykr070w (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000121776|YIL076W|pyocyanin (75 ug/ml)","9.6774"
"ykr070w (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000146585|YMR147W|L-canavanine (5 ug/ml)","9.1684"
"ykr070w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YGR135W","9.6774"
"nba1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","18314501","9.4148"
"ypl260w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YHR167W","9.9768"
"ptm1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YLR211C","9.838"
"esbp6 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YKL039W","9.7828"
"bdp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","20007368","9.7454"
"kel3 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000156575|YLR091W|valinomycin","9.6596"
"syh1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","23624539","9.3841"
"syh1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YDR028C","9.3841"
"yor289w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YBL007C","9.4148"
"cwc25 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000138697|YLR194C|4-chlorophenol (1 mM)","10.0459"
"sil1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23416056","9.5246"
"ypl014w (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000075297|YHR060W|cyclosporin A (100 ug/ml)","9.454"
"snx3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000081669|YDR071C|sirolimus","9.9279"
"yil077c (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","24968945","9.7355"
"ynl200c (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YGR020C|hygrolidin","10.082"
"yig1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YEL036C","9.9617"
"mse1 (saccharomyces cerevisiae s288c)","is adjacent to","gtt2 (saccharomyces cerevisiae s288c)","S000135573|YPR147C|amitrole (22 mg/ml)","9.3773"
"mse1 (saccharomyces cerevisiae s288c)","is adjacent to","ala1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPR147C","9.1794"
"mse1 (saccharomyces cerevisiae s288c)","is adjacent to","opi10 (saccharomyces cerevisiae s288c)","STRING-db4932.YJR022W","8.7774"
"mse1 (saccharomyces cerevisiae s288c)","affects","ydr341c (saccharomyces cerevisiae s288c)","STRING-db4932.YLR182W","9.5733"
"mse1 (saccharomyces cerevisiae s288c)","affects","ygr201c (saccharomyces cerevisiae s288c)","S000128535|YMR144W|ethanol (8%)","9.6913"
"mse1 (saccharomyces cerevisiae s288c)","affects","sil1 (saccharomyces cerevisiae s288c)","S000152383|YJR022W|cycloheximide (100 ng/ml)","9.4905"
"mse1 (saccharomyces cerevisiae s288c)","binds with","krs1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR066W","9.6741"
"mse1 (saccharomyces cerevisiae s288c)","gene product variant decreases","arg4 (saccharomyces cerevisiae s288c)","S000147087|YJR022W|methyl methanesulfonate","9.3595"
"mse1 (saccharomyces cerevisiae s288c)","gene product variant decreases","mes1 (saccharomyces cerevisiae s288c)","S000142129|YLR182W|(E)-1,1'-azobis(N,N-dimethylformamide) (1.5 mM)","9.5112"
"mse1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","msr1 (saccharomyces cerevisiae s288c)","S000131305|YOR066W|sirolimus","9.877"
"mgr3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.5252"
"sec28 (saccharomyces cerevisiae s288c)","is adjacent to","nel1 (saccharomyces cerevisiae s288c)","NA","9.7702"
"sec28 (saccharomyces cerevisiae s288c)","is functionally related to","vid24 (saccharomyces cerevisiae s288c)","S000181479|YOL010W|myriocin (1 uM)","10.2128"
"sec28 (saccharomyces cerevisiae s288c)","is functionally related to","tos1 (saccharomyces cerevisiae s288c)","S000176422|YHR035W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","8.505"
"sec28 (saccharomyces cerevisiae s288c)","is functionally related to","mca1 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR034C","9.8142"
"sec28 (saccharomyces cerevisiae s288c)","is functionally related to","erv41 (saccharomyces cerevisiae s288c)","S000152383|YHR035W|cycloheximide (100 ng/ml)","9.3058"
"sec28 (saccharomyces cerevisiae s288c)","is functionally related to","ret3 (saccharomyces cerevisiae s288c)","S000151997|YOL010W|hydroxyurea (50 mM)","11.0895"
"sec28 (saccharomyces cerevisiae s288c)","affects","hot13 (saccharomyces cerevisiae s288c)","NA","9.6806"
"sec28 (saccharomyces cerevisiae s288c)","affects","vas1 (saccharomyces cerevisiae s288c)","S000181692|YHR036W|benzyl alcohol (0.2%)","9.4677"
"sec28 (saccharomyces cerevisiae s288c)","affects","yil077c (saccharomyces cerevisiae s288c)","S000176422|YHR033W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.7176"
"sec28 (saccharomyces cerevisiae s288c)","affects","10-methyl-4-oxo-4,10-dihydrophenazin-5-ium","S000181479|YHR036W|myriocin (1 uM)","9.3654"
"alg12 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000146585|YNR028W|L-canavanine (5 ug/ml)","9.2744"
"gpp1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000155945|YGR256W|toxaphene (320 uM)","9.4503"
"hst1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000179607|YHR183W|lead(2+) (6 mM)","9.4282"
"fum1 (saccharomyces cerevisiae s288c)","is adjacent to","ypl260w (saccharomyces cerevisiae s288c)","S000185134|YPL098C|valinomycin (0.5 mg/l)","9.9637"
"fum1 (saccharomyces cerevisiae s288c)","is functionally related to","ypl264c (saccharomyces cerevisiae s288c)","STRING-db4932.YHR127W","10.3027"
"fum1 (saccharomyces cerevisiae s288c)","affects","tda1 (saccharomyces cerevisiae s288c)","24260565","9.2871"
"fum1 (saccharomyces cerevisiae s288c)","affects","mdh2 (saccharomyces cerevisiae s288c)","16738548","9.6393"
"fum1 (saccharomyces cerevisiae s288c)","affects","kel3 (saccharomyces cerevisiae s288c)","S000154309|YBL083C|aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM)","9.4842"
"fum1 (saccharomyces cerevisiae s288c)","binds with","neothyonidioside","23416056","10.3545"
"fum1 (saccharomyces cerevisiae s288c)","binds with","smc6 (saccharomyces cerevisiae s288c)","STRING-db4932.YOL015W","9.6709"
"fum1 (saccharomyces cerevisiae s288c)","gene product variant increases","neothyonidioside","S000156575|YBL047C|radicicol","10.4498"
"fum1 (saccharomyces cerevisiae s288c)","gene product variant decreases","mdh3 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL140C","8.5072"
"fum1 (saccharomyces cerevisiae s288c)","gene product variant decreases","mdh1 (saccharomyces cerevisiae s288c)","22384317","9.8136"
"abf2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000077020|YJL057C|sorbate (5 mM)","9.2514"
"pre2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YER156C","11.2538"
"sgt1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YIL076W","9.7454"
"sgt1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YBR173C","9.7454"
"esl2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YOL033W","9.6133"
"esl2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","10.0443"
"esl2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000042952|YGL022W|trisodium vanadate (3 mM)","9.7644"
"esl2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YGL004C","9.6133"
"esl2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24360837","10.0443"
"env7 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YGL020C","9.6271"
"ypl264c (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000152383|YHR127W|cycloheximide (100 ng/ml)","10.3115"
"rri2 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","21978764","9.7973"
"rri2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","11101685","9.7973"
"aur1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000119063|YER151C|phleomycin (6 ug/ml)","9.6022"
"aur1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YJL049W","9.6022"
"n-[(2s)-2-{[(2r)-2-amino-3-sulfanylpropyl]amino}-3-methylbutyl]-l-phenylalanyl-l-methionine","gene product variant increases","resistance to chemicals","S000142378|YOR042W|bleomycin (3.2 uM)","8.978"
"dequalinium","gene product variant increases","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.545"
"ascomycin","gene product variant decreases","resistance to chemicals","S000061823|YJL057C|copper(II) sulfate","9.9197"
"n,n,n',n'-tetramethylazodicarboxamide","binds with","resistance to chemicals","S000081669|YGR129W|wortmannin","9.9905"
"n,n,n',n'-tetramethylazodicarboxamide","gene product variant decreases","resistance to chemicals","21978764","9.9905"
"l-azetidine-2-carboxylic acid","affects","resistance to chemicals","S000124967|YDL212W|(S)-azetidine-2-carboxylic acid (200 ug/ml)","9.229"
"l-azetidine-2-carboxylic acid","affects","resistance to chemicals","S000077020|YGR268C|sorbate (5 mM)","9.229"
"l-azetidine-2-carboxylic acid","binds with","resistance to chemicals","S000120954|YHR185C|BAPTA (1.5 mM)","9.7202"
"dyclonine","binds with","resistance to chemicals","STRING-db4932.YIL076W","9.7971"
"dyclonine","gene product variant decreases","resistance to chemicals","24360837","9.7971"
"cd2+","gene product variant decreases","resistance to chemicals","S000138794|YNL268W|glycolaldehyde (0.01 mM)","9.9719"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","is functionally related to","resistance to chemicals","STRING-db4932.YGR035C","9.2247"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","binds with","resistance to chemicals","9765213","9.2247"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","binds with","resistance to chemicals","S000081669|YKR096W|sirolimus","9.718"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","binds with","resistance to chemicals","STRING-db4932.YNR051C","9.8905"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","gene product variant increases","resistance to chemicals","S000151997|YOR148C|benomyl (10 mg/ml)","9.718"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","gene product variant decreases","resistance to chemicals","S000131100|YNL039W|ethanol (12%)","9.8905"
"alverine citrate","binds with","resistance to chemicals","NA","9.5776"
"alverine citrate","binds with","resistance to chemicals","S000176422|YHR035W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.5776"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","is adjacent to","resistance to chemicals","S000135573|YBR188C|neomycin (5.5 mg/ml)","11.2538"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","binds with","resistance to chemicals","19631266","9.7707"
"(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-4,5-heptadien-1-yl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","binds with","resistance to chemicals","S000176723|YPL061W|methylmercury chloride (60 nM)","11.3666"
