DrugBankID;Drug;Disease;Palliative;InFDAlabel;RelativeEfficacyRE;GeneID1;GeneID2;GeneID3;GeneID4;GeneID5;GeneID6;GeneID7;GeneID8;GeneID9;GeneID10;GeneID11;GeneID12;GeneID13;GeneID14;GeneID15;GeneID16;GeneID17;GeneID18;GeneID19;GeneID20;GeneID21;GeneID22;GeneID23;GeneID24;GeneID25;IndicationfromDailyMed
DB00788;Naproxen;arthritis;1;1;0;5742;5743; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Carefully consider the potential benefits and risks of NAPROSYN, EC-NAPROSYN, ANAPROX, ANAPROX DS or NAPROSYN Suspension and other treatment options before deciding to use NAPROSYN, EC-NAPROSYN, ANAPROX, ANAPROX DS or NAPROSYN Suspension. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see WARNINGS). Naproxen as NAPROSYN, EC-NAPROSYN, ANAPROX, ANAPROX DS or NAPROSYN Suspension is indicated: For the relief of the signs and symptoms of rheumatoid arthritis For the relief of the signs and symptoms of osteoarthritis For the relief of the signs and symptoms of ankylosing spondylitis For the relief of the signs and symptoms of juvenile arthritis Naproxen as NAPROSYN Suspension is recommended for juvenile rheumatoid arthritis in order to obtain the maximum dosage flexibility based on the patient's weight. Naproxen as NAPROSYN, ANAPROX, ANAPROX DS and NAPROSYN Suspension is also indicated: For relief of the signs and symptoms of tendonitis For relief of the signs and symptoms of bursitis For relief of the signs and symptoms of acute gout For the management of pain For the management of primary dysmenorrhea EC-NAPROSYN is not recommended for initial treatment of acute pain because the absorption of naproxen is delayed compared to absorption from other naproxen-containing products (see CLINICAL PHARMACOLOGY and DOSAGE AND ADMINISTRATION).
DB00790;Perindopril;coronary disease;0;1;NA;1636; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ACEON is indicated for the treatment of patients with essential hypertension (1.1) ACEON is indicated for treatment of patients with stable coronary artery disease to reduce the risk of cardiovascular mortality or nonfatal myocardial infarction (1.2)
DB00794;Primidone;epilepsy;0;1;0,853659;1139;2554;2555;2556;2557;2559;1137;2891;2898; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Primidone, used alone or concomitantly with other anticonvulsants, is indicated in the control of grand mal, psychomotor, and focal epileptic seizures. It may control grand mal seizures refractory to other anticonvulsant therapy.
DB00795;Sulfasalazine;arthritis;0;0;0,140426;38;1147;3551;23657;5742;5743;240;5468; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Sulfasalazine tablets are indicated: a)in the treatment of mild to moderate ulcerative colitis, and as adjunctive therapy in severe ulcerative colitis"
DB00799;Tazarotene;psoriasis;0;1;NA;5915;5914;5916;6257; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;TAZORAC (tazarotene) Gel 0.05% and 0.1% are indicated for the topical treatment of patients with stable plaque psoriasis of up to 20% body surface area involvement. TAZORAC (tazarotene) Gel 0.1% is also indicated for the topical treatment of patients with facial acne vulgaris of mild to moderate severity. The efficacy of TAZORAC Gel in the treatment of acne previously treated with other retinoids or resistant to oral antibiotics has not been established.
DB00806;Pentoxifylline;vascular diseases;0;1;NA;5142;4907;5141;135;134;8654; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Pentoxifylline extended-release Tablet is indicated for the treatment of patients with intermittent claudication on the basis of chronic occlusive arterial disease of the limbs. Pentoxifylline extended-release Tablet can improve function and symptoms but is not intended to replace more definitive therapy, such as surgical bypass, or removal of arterial obstructions when treating peripheral vascular disease.
DB00810;Biperiden;parkinson disease;0;0;NA;1128;1135; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DB00819;Acetazolamide;epilepsy;0;1;0,7;762;760;759;358; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""For adjunctive treatment of: edema due to congestive heart failure"
DB00829;Diazepam;epilepsy;0;0;0,671642;2569;2554;2555;2556;2561;2560;2563;2562;2565;2567;2566;2570;706; ; ; ; ; ; ; ; ; ; ; ; ;Diazepam Tablets USP are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. In acute alcohol withdrawal, diazepam may be useful in the symptomatic relief of acute agitation, tremor, impending or acute delirium tremens and hallucinosis. Diazepam is a useful adjunct for the relief of skeletal muscle spasm due to reflex spasm to local pathology (such as inflammation of the muscles or joints, or secondary to trauma), spasticity caused by upper motor neuron disorders (such as cerebral palsy and paraplegia), athetosis, and stiff-man syndrome. Oral diazepam may be used adjunctively in convulsive disorders, although it has not proved useful as the sole therapy. The effectiveness of diazepam in long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. The physician should periodically reassess the usefulness of the drug for the individual patient.
DB00836;Loperamide;gastroenteritis;1;1;NA;773;5443;4985;4986;4988;801; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Loperamide hydrochloride capsules are indicated for the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease. Loperamide hydrochloride capsules are also indicated for reducing the volume of discharge from ileostomies.
DB00839;Tolazamide;diabetes mellitus;0;1;NA;3758; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Tolazamide tablets are indicated as an adjunct to diet to lower the blood glucose in patients with noninsulin-dependent diabetes mellitus (Type II) whose hyperglycemia cannot be satisfactorily controlled by diet alone. In initiating treatment for noninsulin-dependent diabetes, diet should be emphasized as the primary form of treatment. Caloric restriction and weight loss are essential in the obese diabetic patient. Proper dietary management alone may be effective in controlling the blood glucose and symptoms of hyperglycemia. The importance of regular physical activity should also be stressed and cardiovascular risk factors should be identified and corrective measures taken where possible. If this treatment program fails to reduce symptoms and/or blood glucose, the use of an oral sulfonylurea or insulin should be considered. Use of tolazamide must be viewed by both the physician and patient as a treatment in addition to diet and not as a substitute for diet or as a convenient mechanism for avoiding dietary restraint. Furthermore, loss of blood glucose control on diet alone may be transient thus requiring only short-term administration of tolazamide. During maintenance programs, tolazamide should be discontinued if satisfactory lowering of blood glucose is no longer achieved. Judgments should be based on regular clinical and laboratory evaluations. In considering the use of tolazamide in asymptomatic patients, it should be recognized that controlling the blood glucose in noninsulin-dependent diabetes has not been definitely established to be effective in preventing the long-term cardiovascular or neural complications of diabetes.
DB00843;Donepezil;alzheimer disease;0;1;0,538462;3356;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Donepezil hydrochloride is an acetylcholinesterase inhibitor indicated for the treatment of dementia of the Alzheimers type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimers Disease (1).
DB00851;Dacarbazine;sarcoma;0;0;NA;23649;5226; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Dacarbazine for Injection USP is indicated in the treatment of metastatic malignant melanoma. In addition, Dacarbazine for Injection USP is also indicated for Hodgkin's disease as a secondary-line therapy when used in combination with other effective agents.
DB00852;Pseudoephedrine;asthma;0;0;0,4;150;153;154;148;6532;6530;6531; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies temporarily relieves sinus congestion and pressure
DB00860;Prednisolone;arthritis rheumatoid;0;0;0,643478;2908; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitides, when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation"
DB00883;Isosorbide Dinitrate;coronary disease;0;1;NA;4881; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Isosorbide Dinitrate Tablets, USP (Oral) are indicated for the prevention of angina pectoris due to coronary artery disease. The onset of action of immediate-release oral ISDN is not sufficiently rapid for this product to be useful in aborting an acute anginal episode.
DB00903;Ethacrynic acid;liver cirrhosis;0;1;NA;6557;476; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;EDECRIN is indicated for treatment of edema when an agent with greater diuretic potential than those commonly employed is required. Treatment of the edema associated with congestive heart failure, cirrhosis of the liver, and renal disease, including the nephrotic syndrome. Short-term management of ascites due to malignancy, idiopathic edema, and lymphedema. Short-term management of hospitalized pediatric patients, other than infants, with congenital heart disease or the nephrotic syndrome. Intravenous SODIUM EDECRIN is indicated when a rapid onset of diuresis is desired, e.g., in acute pulmonary edema, or when gastrointestinal absorption is impaired or oral medication is not practicable.
DB00908;Quinidine;arrhythmias cardiac;0;1;NA;6331;3757;3775; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Conversion of atrial fibrillation/flutter In patients with symptomatic atrial fibrillation/flutter whose symptoms are not adequately controlled by measures that reduce the rate of ventricular response, quinidine sulfate is indicated as a means of restoring normal sinus rhythm. If this use of quinidine sulfate does not restore sinus rhythm within a reasonable time (see DOSAGE AND ADMINISTRATION), then quinidine sulfate should be discontinued. Reduction of frequency of relapse into atrial fibrillation/flutter Chronic therapy with quinidine sulfate is indicated for some patients at high risk of symptomatic atrial fibrillation/flutter, generally patients who have had previous episodes of atrial fibrillation/flutter that were so frequent and poorly tolerated as to outweigh, in the judgement of the physician and the patient, the risks of prophylactic therapy with quinidine sulfate. The increased risk of death should specifically be considered. Quinidine sulfate should be used only after alternative measures (e.g., use of other drugs to control the ventricular rate) have been found to be inadequate. In patients with histories of frequent symptomatic episodes of atrial fibrillation/flutter, the goal of therapy should be an increase in the average time between episodes. In most patients, the tachyarrhythmia will recur during therapy, and a single recurrence should not be interpreted as therapeutic failure. Suppression of ventricular arrhythmias Quinidine sulfate is also indicated for the suppression of recurrent documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgement of the physician are lifethreatening. Because of the proarrhythmic effects of quinidine, its use with ventricular arrhythmias of lesser severity is generally not recommended, and treatment of patients with asymptomatic ventricular premature contractions should be avoided. Where possible, therapy should be guided by the results of programmed electrical stimulation and/or Holter monitoring with exercise. Antiarrhythmic drugs (including quinidine sulfate) have not been shown to enhance survival in patients with ventricular arrhythmias. Treatment of malaria Quinidine sulfate is also indicated in the treatment of life-threatening Plasmodium falciparum malaria.
DB00915;Amantadine;parkinson disease;0;1;NA;116443;1813; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Amantadine Hydrochloride Oral Solution USP is indicated for the prophylaxis and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Amantadine Hydrochloride Oral Solution USP is also indicated in the treatment of parkinsonism and drug-induced extrapyramidal reactions. Amantadine Hydrochloride Oral Solution USP is indicated for chemoprophylaxis against signs and symptoms of influenza A virus infection. Because Amantadine Hydrochloride Oral Solution USP does not completely prevent the host immune response to influenza A infection, individuals who take this drug may still develop immune responses to natural disease or vaccination and may be protected when later exposed to antigenically related viruses. Following vaccination during an influenza A outbreak, Amantadine Hydrochloride Oral Solution USP prophylaxis should be considered for the 2- to 4-week time period required to develop an antibody response. Amantadine Hydrochloride Oral Solution USP is also indicated in the treatment of uncomplicated respiratory tract illness caused by influenza A virus strains especially when administered early in the course of illness. There are no well-controlled clinical studies demonstrating that treatment with Amantadine Hydrochloride Oral Solution USP will avoid the development of influenza A virus pneumonitis or other complications in high risk patients. There is no clinical evidence indicating that Amantadine Hydrochloride Oral Solution USP is effective in the prophylaxis or treatment of viral respiratory tract illnesses other than those caused by influenza A virus strains. The following points should be considered before initiating treatment or prophylaxis with Amantadine Hydrochloride Oral Solution USP: Amantadine Hydrochloride Oral Solution USP is not a substitute for early vaccination on an annual basis as recommended by the Centers for Disease Control and Prevention Advisory Committee on Immunization Practices. Influenza viruses change over time. Emergence of resistance mutations could decrease drug effectiveness. Other factors (for example, changes in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patterns and treatment effects when deciding whether to use Amantadine Hydrochloride Oral Solution USP. Amantadine Hydrochloride Oral Solution USP is indicated in the treatment of idiopathic Parkinsons disease (Paralysis Agitans), postencephalitic parkinsonism, and symptomatic parkinsonism which may follow injury to the nervous system by carbon monoxide intoxication. It is indicated in those elderly patients believed to develop parkinsonism in association with cerebral arteriosclerosis. In the treatment of Parkinsons disease, Amantadine Hydrochloride Oral Solution USP is less effective than levodopa, (-)-3-(3,4-dihydroxyphenyl)-L-alanine, and its efficacy in comparison with the anticholinergic antiparkinson drugs has not yet been established. Amantadine Hydrochloride Oral Solution USP is indicated in the treatment of drug-induced extrapyramidal reactions. Although anticholinergic-type side effects have been noted with Amantadine Hydrochloride Oral Solution USP when used in patients with drug-induced extrapyramidal reactions, there is a lower incidence of these side effects than that observed with the anticholinergic antiparkinson drugs.
DB00920;Ketotifen;asthma;0;0;NA;27115;5151;5150;5144;5142;5226;8622;5143;3269;5141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Temporarily relieves itchy eyes due to pollen, ragweed, grass, animal hair and dander.
DB00936;Salicyclic acid;psoriasis;0;0;NA;1645;5742;5743; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;treats and helps prevent acne
DB00949;Felbamate;anemia aplastic;0;-1;NA;2903;116443;2904; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Felbamate is not indicated as a first line antiepileptic treatment (see Warnings). Felbamate is recommended for use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use. If these criteria are met and the patient has been fully advised of the risk, and has provided written acknowledgement, Felbamate can be considered for either monotherapy or adjunctive therapy in the treatment of partial seizures, with and without generalization, in adults with epilepsy and as adjunctive therapy in the treatment of partial and generalized seizures associated with Lennox-Gastaut syndrome in children.
DB00959;Methylprednisolone;autoimmune diseases;0;1;NA;2908; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Methylprednisolone Tablets are indicated in the following conditions: Endocrine Disorders Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice"
DB00987;Cytarabine;leukemia;0;1;NA;5423; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Cytarabine in combination with other approved anticancer drugs is indicated for remission induction in acute non-lymphocytic leukemia of adults and children. It has also been found useful in the treatment of acute lymphocytic leukemia and the blast phase of chronic myelocytic leukemia. Intrathecal administration of cytarabine is indicated in the prophylaxis and treatment of meningeal leukemia.
DB00989;Rivastigmine;alzheimer disease;0;1;0,860465;590;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Rivastigmine tartrate capsules are an acetylcholinesterase inhibitor indicated for treatment of: Mild to moderate dementia of the Alzheimer's type (1.1) Mild to moderate dementia associated with Parkinson's disease (1.2)
DB00993;Azathioprine;arthritis rheumatoid;1;1;0,25;3251; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Azathioprine Tablets USP are indicated as an adjunct for the prevention of rejection in renal homotransplantation. It is also indicated for the management of active rheumatoid arthritis to reduce signs and symptoms. Azathioprine Tablets USP are indicated as an adjunct for the prevention of rejection in renal homotransplantation. Experience with over 16,000 transplants shows a 5-year patient survival of 35% to 55%, but this is dependent on donor, match for HLA antigens, anti-donor or anti-B-cell alloantigen antibody, and other variables. The effect of azathioprine on these variables has not been tested in controlled trials. Azathioprine Tablets USP are indicated for the treatment of active rheumatoid arthritis (RA) to reduce signs and symptoms. Aspirin, non-steroidal anti-inflammatory drugs and/or low dose glucocorticoids may be continued during treatment with azathioprine. The combined use of azathioprine with disease modifying anti-rheumatic drugs (DMARDs) has not been studied for either added benefit or unexpected adverse effects. The use of Azathioprine Tablets USP with these agents cannot be recommended.
DB00995;Auranofin;arthritis rheumatoid;0;1;NA;25824;3551; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;RIDAURA (auranofin) is indicated in the management of adults with active classical or definite rheumatoid arthritis (ARA criteria) who have had an insufficient therapeutic response to, or are intolerant of, an adequate trial of full doses of one or more nonsteroidal anti-inflammatory drugs. RIDAURA should be added to a comprehensive baseline program, including non-drug therapies. Unlike anti-inflammatory drugs, RIDAURA does not produce an immediate response. Therapeutic effects may be seen after three to four months of treatment, although improvement has not been seen in some patients before six months. When cartilage and bone damage has already occurred, gold cannot reverse structural damage to joints caused by previous disease. The greatest potential benefit occurs in patients with active synovitis, particularly in its early stage. In controlled clinical trials comparing RIDAURA with injectable gold, RIDAURA was associated with fewer dropouts due to adverse reactions, while injectable gold was associated with fewer dropouts for inadequate or poor therapeutic effect. Physicians should consider these findings when deciding on the use of RIDAURA in patients who are candidates for chrysotherapy.
DB00996;Gabapentin;epilepsy;0;1;0,4875;774;9254;134; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Gabapentin capsules, USP are indicated for the management of postherpetic neuralgia in adults. Gabapentin capsules, USP are indicated as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in patients over 12 years of age with epilepsy. Gabapentin capsules, USP are also indicated as adjunctive therapy in the treatment of partial seizures in pediatric patients age 3 to 12 years.
DB00997;Doxorubicin;breast neoplasms;0;1;0,944;7153; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Doxorubicin has been used successfully to produce regression in disseminated neoplastic conditions such as acute lymphoblastic leukemia, acute myeloblastic leukemia, Wilms tumor, neuroblastoma, soft tissue and bone sarcomas, breast carcinoma, ovarian carcinoma, transitional cell bladder carcinoma, thyroid carcinoma, gastric carcinoma, Hodgkins disease, malignant lymphoma, and bronchogenic carcinoma in which the small cell histologic type is the most responsive compared to other cell types. Doxorubicin is also indicated for use as a component of adjuvant therapy in women with evidence of axillary lymph node involvement following resection of primary breast cancer.
DB00999;Hydrochlorothiazide;kidney diseases;0;0;NA;768;771;762;760;3778;6559;759; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Hydrochlorothiazide is indicated in the management of hypertension either as the sole therapeutic agent, or in combination with other antihypertensives. Unlike potassium sparing combination diuretic products, hydrochlorothiazide may be used in those patients in whom the development of hyperkalemia cannot be risked, including patients taking ACE inhibitors. Usage in Pregnancy: The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy, and there is no satisfactory evidence that they are useful in the treatment of developed toxemia. Edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. Diuretics are indicated in pregnancy when edema is due to pathologic causes, just as they are in the absence of pregnancy. Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose"
DB01001;Salbutamol;asthma;0;0;0,010823;153;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;VENTOLIN HFA is a beta2-adrenergic agonist indicated for: (1) Treatment or prevention of bronchospasm in patients 4 years of age and older with reversible obstructive airway disease. (1.1) Prevention of exercise-induced bronchospasm in patients 4 years of age and older. (1.2)
DB01003;Cromoglicic acid;asthma;0;0;0,575758;6286;3778; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GASTROCROM is indicated in the management of patients with mastocytosis. Use of this product has been associated with improvement in diarrhea, flushing, headaches, vomiting, urticaria, abdominal pain, nausea, and itching in some patients.
DB01005;Hydroxyurea;head and neck neoplasms;0;1;NA;6240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Significant tumor response to hydroxyurea capsules USP has been demonstrated in melanoma, resistant chronic myelocytic leukemia, and recurrent, metastatic, or inoperable carcinoma of the ovary. Hydroxyurea, USP used concomitantly with irradiation therapy is intended for use in the local control of primary squamous cell (epidermoid) carcinomas of the head and neck, excluding the lip.
DB01006;Letrozole;breast neoplasms;0;1;0,848148;1588; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Femara is an aromatase inhibitor indicated for: Adjuvant treatment of postmenopausal women with hormone receptor positive early breast cancer (1.1) Extended adjuvant treatment of postmenopausal women with early breast cancer who have received prior standard adjuvant tamoxifen therapy (1.2) First and second-line treatment of postmenopausal women with hormone receptor positive or unknown advanced breast cancer (1.3)
DB01009;Ketoprofen;arthritis;1;1;0,225;3577;5743;5742; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Carefully consider the potential benefits and risks of ketoprofen capsules and other treatment options before deciding to use ketoprofen capsules. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see WARNINGS). Ketoprofen capsules are indicated for the management of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Ketoprofen capsules are indicated for the management of pain. Ketoprofen capsules are also indicated for treatment of primary dysmenorrhea.
DB01014;Balsalazide;colitis ulcerative;0;1;0,571429;5468;5742;5743;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Balsalazide is a locally acting aminosalicylate indicated for the treatment of mildly to moderately active ulcerative colitis in adults (1) Safety and effectiveness of balsalazide beyond 12 weeks in adults have not been established (1)
DB01016;Glyburide;diabetes mellitus;0;1;0,793162;6833;3758;10060;1080;19;3767;3762;8647; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Glyburide tablets, USP are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.
DB01020;Isosorbide Mononitrate;coronary disease;0;1;NA;2977; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""Ismo tablets are indicated for the prevention of angina pectoris due to coronary artery disease. The onset of action of oral isosorbide mononitrate is not sufficiently rapid for this product to be useful in aborting an acute anginal episode. The recommended regimen of Ismo tablets is 20 mg (one tablet) twice daily, with the two doses given 7 hours apart. For most patients, this can be accomplished by taking the first dose on awakening and the second dose 7 hours later. Dosage adjustments are not necessary for elderly patients or patients with altered renal or hepatic function. As noted above (CLINICAL PHARMACOLOGY), multiple studies of organic nitrates have shown that maintenance of continuous 24-hour plasma levels results in refractory tolerance. The dosing regimen for Ismo tablets provides a daily nitrate-free interval to avoid the development of this tolerance. As also noted under CLINICAL PHARMACOLOGY, well-controlled studies have shown that tolerance to Ismo tablets is avoided when using the twice-daily regimen in which the two doses are given 7 hours apart. This regimen has been shown to have antianginal efficacy beginning 1 hour after the first dose and lasting at least 5 hours after the second dose. The duration (if any) of antianginal activity beyond 12 hours has not been studied"
DB01022;Phytonadione;blood coagulation disorders;0;1;NA;632;2677; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"""MEPHYTON is indicated in the following coagulation disorders which are due to faulty formation of factors II,VII, IX and X when caused by vitamin K deficiency or interference with vitamin K activity. MEPHYTON tablets are indicated in: anticoagulant-induced prothrombin deficiency caused by coumarin or indanedione derivatives"
DB01024;Mycophenolic acid;psoriasis;0;0;NA;3614;3615; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mycophenolic acid delayed-release tablets are an antimetabolite immunosuppressant indicated for prophylaxis of organ rejection in adult patients receiving kidney transplants and in pediatric patients at least 5 years of age and older who are at least 6 months post kidney transplant. ( 1.1) Use in combination with cyclosporine and corticosteroids. ( 1.1) Limitations of Use: Mycophenolic acid delayed-release tablets and mycophenolate mofetil tablets and capsules should not be used interchangeably. ( 1.2)
DB01029;Irbesartan;diabetes mellitus type 2;0;1;0,716981;3725;185; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;AVAPRO (irbesartan) is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents. AVAPRO is indicated for the treatment of diabetic nephropathy with an elevated serum creatinine and proteinuria (>300 mg/day) in patients with type 2 diabetes and hypertension. In this population, AVAPRO reduces the rate of progression of nephropathy as measured by the occurrence of doubling of serum creatinine or end-stage renal disease (need for dialysis or renal transplantation) (see CLINICAL PHARMACOLOGY: Clinical Studies).
DB01033;Mercaptopurine;colitis ulcerative;0;0;0,3125;3251; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mercaptopurine tablets are indicated for maintenance therapy of acute lymphatic (lymphocytic, lymphoblastic) leukemia as part of a combination regimen. The response to this agent depends upon the particular subclassification of acute lymphatic leukemia and the age of the patient (pediatric or adult). Mercaptopurine tablets are not effective for prophylaxis or treatment of central nervous system leukemia. Mercaptopurine tablets are not effective in acute myelogenous leukemia, chronic lymphatic leukemia, the lymphomas (including Hodgkins Disease), or solid tumors.
DB01035;Procainamide;arrhythmias cardiac;0;1;NA;6331;1786; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Procainamide hydrochloride injection is indicated for the treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that, in the judgement of the physician, are life-threatening. Because of the proarrhythmic effects of procainamide, its use with lesser arrhythmias is generally not recommended. Treatment of patients with asymptomatic ventricular premature contractions should be avoided. Initiation of procainamide treatment, as with other antiarrhythmic agents used to treat life-threatening arrhythmias, should be carried out in the hospital. Antiarrhythmic drugs have not been shown to enhance survival in patients with ventricular arrhythmias. Because procainamide has the potential to produce serious hematological disorders (0.5 percent) particularly leukopenia or agranulocytosis (sometimes fatal), its use should be reserved for patients in whom, in the opinion of the physician, the benefits of treatment clearly outweigh the risks. (see WARNINGS and Boxed Warning.)
DB01037;Selegiline;alzheimer disease;0;0;NA;4129;4128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Selegiline is indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbidopa who exhibit deterioration in the quality of their response to this therapy. There is no evidence from controlled studies that selegiline has any beneficial effect in the absence of concurrent levodopa therapy. Evidence supporting this claim was obtained in randomized controlled clinical investigations that compared the effects of added selegiline or placebo in patients receiving levodopa/carbidopa. Selegiline was significantly superior to placebo on all three principal outcome measures employed: change from baseline in daily levodopa/carbidopa dose, the amount of off time, and patient self-rating of treatment success. Beneficial effects were also observed on other measures of treatment success (e.g., measures of reduced end of dose akinesia, decreased tremor and sialorrhea, improved speech and dressing ability and improved overall disability as assessed by walking and comparison to previous state).
DB01039;Fenofibrate;coronary artery disease;0;0;NA;5465; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;TRICOR is a peroxisome proliferator receptor alpha (PPAR) activator indicated as an adjunct to diet: To reduce elevated LDL-C, Total-C, TG and Apo B, and to increase HDL-C in adult patients with primary hypercholesterolemia or mixed dyslipidemia (1.1). For treatment of adult patients with severe hypertriglyceridemia (1.2). Important Limitations of Use: Fenofibrate was not shown to reduce coronary heart disease morbidity and mortality in patients with type 2 diabetes mellitus (5.1).
DB01043;Memantine;alzheimer disease;0;1;0,727273;2903;3359;116443;2904; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Namenda (memantine hydrochloride) is indicated for the treatment of moderate to severe dementia of the Alzheimer's type.
DB01047;Fluocinonide;skin diseases;0;1;NA;6608;2908; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Fluocinonide Cream USP, 0.05% is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
